Time (sec),Time (days),Injected oil volume (m3),Injected water volume (m3),Water PV injected,Produced oil volume (m3),Produced water volume (m3),WCT,OIP (m3),WIP (m3),Total fluid volume conservation error (m3),Total fluid volume conservation error (%%),Recovery factor
506199,5.85879,6.94054e-98,0.101332,0.336702,0.0783624,0.0229695,0.509337,0.191473,0.109481,4.86763e-15,1.6174e-12,0.290408
506223,5.85906,6.94086e-98,0.101337,0.336717,0.0783647,0.0229719,0.509354,0.191471,0.109483,4.26048e-15,1.41566e-12,0.290416
506237,5.85923,6.94106e-98,0.10134,0.336727,0.0783661,0.0229734,0.509365,0.19147,0.109485,4.20497e-15,1.39721e-12,0.290421
506257,5.85946,6.94133e-98,0.101343,0.33674,0.078368,0.0229754,0.509379,0.191468,0.109487,2.14412e-15,7.12439e-13,0.290429
506271,5.85962,6.94152e-98,0.101346,0.336749,0.0783694,0.0229768,0.509389,0.191466,0.109488,2.75821e-15,9.16487e-13,0.290434
506290,5.85984,6.94179e-98,0.10135,0.336762,0.0783713,0.0229788,0.509403,0.191465,0.10949,2.42861e-15,8.0697e-13,0.290441
506317,5.86015,6.94215e-98,0.101355,0.33678,0.0783739,0.0229815,0.509422,0.191462,0.109493,4.31946e-15,1.43525e-12,0.29045
506345,5.86047,6.94254e-98,0.101361,0.336799,0.0783767,0.0229844,0.509442,0.191459,0.109495,5.37417e-15,1.78571e-12,0.290461
506365,5.86071,6.94281e-98,0.101365,0.336812,0.0783786,0.0229864,0.509456,0.191457,0.109497,1.82493e-15,6.0638e-13,0.290468
506393,5.86104,6.9432e-98,0.101371,0.336831,0.0783814,0.0229893,0.509476,0.191454,0.1095,4.53804e-15,1.50788e-12,0.290478
506414,5.86127,6.94348e-98,0.101375,0.336844,0.0783834,0.0229914,0.509491,0.191452,0.109502,3.59435e-15,1.19432e-12,0.290486
506428,5.86143,6.94367e-98,0.101378,0.336854,0.0783848,0.0229928,0.509501,0.191451,0.109504,3.59782e-15,1.19547e-12,0.290491
506449,5.86168,6.94397e-98,0.101382,0.336868,0.0783869,0.022995,0.509516,0.191449,0.109506,3.87537e-15,1.28769e-12,0.290499
506469,5.86191,6.94423e-98,0.101386,0.336881,0.0783888,0.022997,0.50953,0.191447,0.109508,3.32026e-15,1.10324e-12,0.290506
506491,5.86217,6.94455e-98,0.10139,0.336896,0.078391,0.0229993,0.509546,0.191445,0.10951,3.60822e-15,1.19893e-12,0.290514
506516,5.86245,6.94488e-98,0.101395,0.336912,0.0783935,0.0230018,0.509564,0.191442,0.109512,5.32907e-15,1.77072e-12,0.290523
506541,5.86274,6.94522e-98,0.1014,0.336929,0.0783959,0.0230043,0.509581,0.19144,0.109515,3.37924e-15,1.12284e-12,0.290532
506555,5.8629,6.94542e-98,0.101403,0.336938,0.0783973,0.0230058,0.509592,0.191439,0.109516,4.47906e-15,1.48828e-12,0.290537
506575,5.86314,6.94569e-98,0.101407,0.336952,0.0783993,0.0230079,0.509606,0.191437,0.109518,3.36189e-15,1.11708e-12,0.290544
506604,5.86347,6.94609e-98,0.101413,0.336971,0.0784021,0.0230108,0.509627,0.191434,0.109521,4.40967e-15,1.46523e-12,0.290555
506625,5.86371,6.94637e-98,0.101417,0.336985,0.0784041,0.0230129,0.509641,0.191432,0.109523,4.25007e-15,1.4122e-12,0.290562
506652,5.86403,6.94675e-98,0.101423,0.337003,0.0784068,0.0230157,0.509661,0.191429,0.109526,3.64986e-15,1.21276e-12,0.290572
506670,5.86424,6.947e-98,0.101426,0.337015,0.0784086,0.0230176,0.509674,0.191427,0.109527,3.03577e-15,1.00871e-12,0.290579
506683,5.86439,6.94717e-98,0.101429,0.337023,0.0784099,0.0230189,0.509683,0.191426,0.109529,4.7011e-15,1.56206e-12,0.290584
506703,5.86461,6.94744e-98,0.101433,0.337036,0.0784118,0.0230209,0.509697,0.191424,0.10953,3.36883e-15,1.11938e-12,0.290591
506716,5.86477,6.94763e-98,0.101435,0.337046,0.0784131,0.0230223,0.509707,0.191423,0.109532,3.3723e-15,1.12054e-12,0.290596
506726,5.86488,6.94776e-98,0.101437,0.337052,0.0784141,0.0230233,0.509715,0.191422,0.109533,6.14439e-15,2.04163e-12,0.290599
506740,5.86504,6.94795e-98,0.10144,0.337061,0.0784154,0.0230247,0.509724,0.19142,0.109534,4.37844e-15,1.45485e-12,0.290604
506756,5.86523,6.94817e-98,0.101443,0.337072,0.078417,0.0230263,0.509736,0.191419,0.109536,1.92901e-15,6.40965e-13,0.29061
506767,5.86536,6.94832e-98,0.101445,0.337079,0.0784181,0.0230274,0.509743,0.191418,0.109537,2.38004e-15,7.90831e-13,0.290614
506782,5.86553,6.94853e-98,0.101449,0.337089,0.0784196,0.023029,0.509754,0.191416,0.109538,3.60129e-15,1.19662e-12,0.29062
506802,5.86577,6.94881e-98,0.101453,0.337103,0.0784216,0.023031,0.509768,0.191414,0.10954,4.87804e-15,1.62086e-12,0.290627
506824,5.86602,6.94911e-98,0.101457,0.337117,0.0784237,0.0230333,0.509784,0.191412,0.109542,3.49026e-15,1.15973e-12,0.290635
506853,5.86636,6.94951e-98,0.101463,0.337137,0.0784266,0.0230363,0.509805,0.191409,0.109545,3.98986e-15,1.32574e-12,0.290646
506871,5.86656,6.94975e-98,0.101466,0.337148,0.0784283,0.023038,0.509817,0.191408,0.109547,5.10009e-15,1.69464e-12,0.290652
506892,5.86681,6.95004e-98,0.101471,0.337163,0.0784304,0.0230402,0.509833,0.191405,0.109549,2.88311e-15,9.57989e-13,0.29066
506912,5.86703,6.95031e-98,0.101475,0.337176,0.0784323,0.0230422,0.509846,0.191404,0.109551,3.37577e-15,1.12169e-12,0.290667
506924,5.86718,6.95048e-98,0.101477,0.337184,0.0784335,0.0230435,0.509855,0.191402,0.109552,4.3715e-15,1.45255e-12,0.290671
506941,5.86738,6.95071e-98,0.10148,0.337195,0.0784352,0.0230452,0.509868,0.191401,0.109554,4.36803e-15,1.45139e-12,0.290677
506954,5.86752,6.95088e-98,0.101483,0.337203,0.0784364,0.0230465,0.509876,0.191399,0.109555,3.53537e-15,1.17472e-12,0.290682
506962,5.86762,6.951e-98,0.101485,0.337209,0.0784373,0.0230474,0.509882,0.191399,0.109556,3.13638e-15,1.04214e-12,0.290685
506975,5.86777,6.95118e-98,0.101487,0.337218,0.0784385,0.0230487,0.509892,0.191397,0.109557,3.67761e-15,1.22198e-12,0.29069
506989,5.86793,6.95137e-98,0.10149,0.337227,0.0784399,0.0230501,0.509902,0.191396,0.109559,2.78944e-15,9.26863e-13,0.290695
507006,5.86812,6.9516e-98,0.101493,0.337238,0.0784415,0.0230518,0.509914,0.191394,0.10956,4.0766e-15,1.35456e-12,0.290701
507029,5.86839,6.95192e-98,0.101498,0.337254,0.0784438,0.0230542,0.50993,0.191392,0.109563,3.85803e-15,1.28193e-12,0.290709
507047,5.8686,6.95217e-98,0.101502,0.337266,0.0784456,0.023056,0.509943,0.19139,0.109564,4.01762e-15,1.33496e-12,0.290716
507060,5.86875,6.95234e-98,0.101504,0.337274,0.0784468,0.0230573,0.509952,0.191389,0.109566,3.41741e-15,1.13552e-12,0.290721
507078,5.86896,6.95259e-98,0.101508,0.337286,0.0784486,0.0230592,0.509965,0.191387,0.109567,5.08621e-15,1.69003e-12,0.290727
507088,5.86908,6.95273e-98,0.10151,0.337293,0.0784496,0.0230603,0.509973,0.191386,0.109568,3.41047e-15,1.13322e-12,0.290731
507103,5.86924,6.95292e-98,0.101513,0.337302,0.078451,0.0230617,0.509982,0.191385,0.10957,5.28744e-15,1.75689e-12,0.290736
507112,5.86935,6.95305e-98,0.101515,0.337309,0.0784519,0.0230626,0.509989,0.191384,0.109571,4.07313e-15,1.3534e-12,0.290739
507125,5.8695,6.95323e-98,0.101517,0.337317,0.0784532,0.023064,0.509999,0.191383,0.109572,4.34028e-15,1.44217e-12,0.290744
507143,5.86971,6.95348e-98,0.101521,0.337329,0.078455,0.0230658,0.510011,0.191381,0.109574,3.44863e-15,1.1459e-12,0.290751
507153,5.86983,6.95362e-98,0.101523,0.337336,0.078456,0.0230669,0.510019,0.19138,0.109575,3.50761e-15,1.1655e-12,0.290755
507167,5.86999,6.95381e-98,0.101526,0.337345,0.0784573,0.0230683,0.510028,0.191378,0.109576,4.07313e-15,1.3534e-12,0.29076
507185,5.8702,6.95406e-98,0.101529,0.337358,0.0784592,0.0230701,0.510041,0.191377,0.109578,4.25007e-15,1.4122e-12,0.290766
507198,5.87034,6.95423e-98,0.101532,0.337366,0.0784604,0.0230714,0.51005,0.191375,0.109579,2.14759e-15,7.13592e-13,0.290771
507214,5.87053,6.95446e-98,0.101535,0.337377,0.078462,0.0230731,0.510061,0.191374,0.109581,5.68989e-15,1.89062e-12,0.290777
507235,5.87077,6.95474e-98,0.101539,0.33739,0.078464,0.0230752,0.510076,0.191372,0.109583,3.25434e-15,1.08134e-12,0.290784
507260,5.87107,6.95509e-98,0.101544,0.337407,0.0784665,0.0230778,0.510095,0.191369,0.109585,2.69229e-15,8.94584e-13,0.290793
507279,5.87128,6.95534e-98,0.101548,0.33742,0.0784683,0.0230797,0.510108,0.191368,0.109587,3.58047e-15,1.1897e-12,0.2908
507292,5.87144,6.95552e-98,0.101551,0.337429,0.0784696,0.023081,0.510117,0.191366,0.109588,3.30985e-15,1.09978e-12,0.290805
507313,5.87167,6.9558e-98,0.101555,0.337442,0.0784716,0.0230831,0.510132,0.191364,0.10959,2.35575e-15,7.82761e-13,0.290812
507327,5.87184,6.956e-98,0.101558,0.337452,0.078473,0.0230846,0.510142,0.191363,0.109592,3.79211e-15,1.26003e-12,0.290818
507337,5.87196,6.95614e-98,0.10156,0.337459,0.078474,0.0230857,0.51015,0.191362,0.109593,4.79131e-15,1.59204e-12,0.290821
507353,5.87214,6.95635e-98,0.101563,0.337469,0.0784756,0.0230872,0.51016,0.19136,0.109594,5.95704e-15,1.97938e-12,0.290827
507369,5.87233,6.95658e-98,0.101566,0.33748,0.0784772,0.0230889,0.510172,0.191359,0.109596,3.33761e-15,1.10901e-12,0.290833
507380,5.87245,6.95673e-98,0.101568,0.337487,0.0784782,0.02309,0.51018,0.191358,0.109597,3.9517e-15,1.31306e-12,0.290837
507394,5.87262,6.95693e-98,0.101571,0.337497,0.0784797,0.0230915,0.51019,0.191356,0.109598,3.67761e-15,1.22198e-12,0.290842
507404,5.87273,6.95705e-98,0.101573,0.337503,0.0784806,0.0230924,0.510197,0.191355,0.109599,3.72966e-15,1.23928e-12,0.290846
507416,5.87287,6.95722e-98,0.101575,0.337511,0.0784818,0.0230937,0.510206,0.191354,0.1096,2.67494e-15,8.8882e-13,0.29085
507432,5.87306,6.95745e-98,0.101579,0.337522,0.0784834,0.0230954,0.510217,0.191352,0.109602,3.84762e-15,1.27847e-12,0.290856
507456,5.87333,6.95777e-98,0.101583,0.337537,0.0784856,0.0230977,0.510234,0.19135,0.109604,4.17721e-15,1.38799e-12,0.290864
507472,5.87352,6.95799e-98,0.101587,0.337548,0.0784873,0.0230994,0.510246,0.191349,0.109606,2.84148e-15,9.44155e-13,0.29087
507497,5.8738,6.95833e-98,0.101592,0.337565,0.0784897,0.0231019,0.510263,0.191346,0.109608,5.40887e-15,1.79724e-12,0.290879
507510,5.87396,6.95852e-98,0.101594,0.337574,0.078491,0.0231033,0.510273,0.191345,0.10961,5.30131e-15,1.7615e-12,0.290884
507529,5.87417,6.95877e-98,0.101598,0.337586,0.0784928,0.0231052,0.510287,0.191343,0.109612,3.47639e-15,1.15512e-12,0.290891
507552,5.87444,6.95908e-98,0.101603,0.337601,0.0784951,0.0231075,0.510303,0.191341,0.109614,3.3723e-15,1.12054e-12,0.290899
507564,5.87458,6.95925e-98,0.101605,0.337609,0.0784962,0.0231088,0.510311,0.19134,0.109615,3.58741e-15,1.19201e-12,0.290904
507580,5.87476,6.95947e-98,0.101608,0.33762,0.0784978,0.0231104,0.510323,0.191338,0.109617,5.24233e-15,1.7419e-12,0.290909
507591,5.8749,6.95962e-98,0.10161,0.337627,0.0784989,0.0231116,0.510331,0.191337,0.109618,4.4513e-15,1.47906e-12,0.290914
507607,5.87508,6.95984e-98,0.101614,0.337638,0.0785005,0.0231132,0.510342,0.191335,0.109619,2.28983e-15,7.60857e-13,0.290919
507618,5.87521,6.95999e-98,0.101616,0.337645,0.0785015,0.0231143,0.51035,0.191334,0.10962,4.24313e-15,1.40989e-12,0.290923
507633,5.87538,6.9602e-98,0.101619,0.337655,0.078503,0.0231159,0.51036,0.191333,0.109622,3.0774e-15,1.02255e-12,0.290929
507649,5.87557,6.96042e-98,0.101622,0.337666,0.0785046,0.0231175,0.510372,0.191331,0.109623,4.36456e-15,1.45024e-12,0.290935
507660,5.8757,6.96057e-98,0.101624,0.337674,0.0785057,0.0231187,0.51038,0.19133,0.109624,3.02536e-15,1.00525e-12,0.290939
507676,5.87588,6.96079e-98,0.101627,0.337684,0.0785072,0.0231202,0.510391,0.191329,0.109626,3.577e-15,1.18855e-12,0.290944
507698,5.87613,6.96109e-98,0.101632,0.337699,0.0785094,0.0231225,0.510407,0.191326,0.109628,6.12357e-15,2.03472e-12,0.290952
507710,5.87627,6.96125e-98,0.101634,0.337706,0.0785105,0.0231237,0.510415,0.191325,0.109629,3.97252e-15,1.31997e-12,0.290957
507725,5.87645,6.96146e-98,0.101637,0.337717,0.0785121,0.0231253,0.510426,0.191324,0.109631,4.0315e-15,1.33957e-12,0.290962
507747,5.8767,6.96176e-98,0.101642,0.337731,0.0785142,0.0231275,0.510441,0.191322,0.109633,3.75394e-15,1.24735e-12,0.29097
507762,5.87688,6.96197e-98,0.101645,0.337741,0.0785157,0.0231291,0.510452,0.19132,0.109634,5.86683e-15,1.94941e-12,0.290976
507773,5.87701,6.96212e-98,0.101647,0.337749,0.0785168,0.0231302,0.51046,0.191319,0.109635,2.81025e-15,9.3378e-13,0.29098
507790,5.8772,6.96235e-98,0.10165,0.33776,0.0785184,0.0231319,0.510472,0.191317,0.109637,3.98639e-15,1.32458e-12,0.290986
507813,5.87747,6.96267e-98,0.101655,0.337775,0.0785207,0.0231343,0.510489,0.191315,0.109639,3.43475e-15,1.14129e-12,0.290994
507837,5.87774,6.96299e-98,0.10166,0.337791,0.078523,0.0231367,0.510505,0.191313,0.109642,3.37577e-15,1.12169e-12,0.291003
507866,5.87808,6.96339e-98,0.101665,0.33781,0.0785258,0.0231396,0.510526,0.19131,0.109645,4.04191e-15,1.34303e-12,0.291013
507902,5.8785,6.96389e-98,0.101673,0.337834,0.0785294,0.0231434,0.510552,0.191306,0.109648,3.05311e-15,1.01448e-12,0.291027
507933,5.87885,6.96431e-98,0.101679,0.337855,0.0785324,0.0231465,0.510573,0.191303,0.109651,3.44169e-15,1.14359e-12,0.291038
507956,5.87912,6.96463e-98,0.101684,0.33787,0.0785347,0.0231489,0.51059,0.191301,0.109653,3.16414e-15,1.05137e-12,0.291046
507972,5.8793,6.96484e-98,0.101687,0.33788,0.0785362,0.0231505,0.510601,0.1913,0.109655,2.60902e-15,8.66916e-13,0.291052
507994,5.87956,6.96514e-98,0.101691,0.337895,0.0785384,0.0231527,0.510616,0.191297,0.109657,5.3256e-15,1.76957e-12,0.29106
508007,5.87972,6.96533e-98,0.101694,0.337904,0.0785397,0.0231541,0.510626,0.191296,0.109658,2.71311e-15,9.01501e-13,0.291065
508025,5.87992,6.96557e-98,0.101697,0.337916,0.0785414,0.0231559,0.510639,0.191294,0.10966,3.82333e-15,1.2704e-12,0.291071
508048,5.88018,6.96588e-98,0.101702,0.337931,0.0785437,0.0231582,0.510655,0.191292,0.109662,4.87804e-15,1.62086e-12,0.291079
508064,5.88037,6.96611e-98,0.101705,0.337942,0.0785453,0.0231599,0.510666,0.191291,0.109664,4.826e-15,1.60356e-12,0.291085
508076,5.88051,6.96628e-98,0.101708,0.33795,0.0785465,0.0231612,0.510675,0.191289,0.109665,3.93435e-15,1.30729e-12,0.29109
508085,5.88062,6.9664e-98,0.101709,0.337956,0.0785474,0.0231621,0.510682,0.191288,0.109666,3.49026e-15,1.15973e-12,0.291093
508099,5.88078,6.96659e-98,0.101712,0.337965,0.0785487,0.0231635,0.510691,0.191287,0.109667,3.48332e-15,1.15743e-12,0.291098
508119,5.881,6.96686e-98,0.101716,0.337978,0.0785506,0.0231655,0.510705,0.191285,0.109669,4.81559e-15,1.60011e-12,0.291105
508132,5.88115,6.96703e-98,0.101719,0.337987,0.0785519,0.0231668,0.510714,0.191284,0.109671,5.59622e-15,1.85949e-12,0.29111
508140,5.88125,6.96715e-98,0.10172,0.337992,0.0785527,0.0231676,0.510719,0.191283,0.109671,3.03924e-15,1.00987e-12,0.291113
508151,5.88137,6.96729e-98,0.101722,0.338,0.0785537,0.0231688,0.510727,0.191282,0.109672,3.09475e-15,1.02831e-12,0.291117
508165,5.88154,6.96749e-98,0.101725,0.338009,0.0785552,0.0231702,0.510737,0.191281,0.109674,4.03497e-15,1.34072e-12,0.291122
508185,5.88178,6.96777e-98,0.101729,0.338023,0.0785572,0.0231723,0.510752,0.191279,0.109676,5.58928e-15,1.85718e-12,0.291129
508196,5.8819,6.96792e-98,0.101732,0.33803,0.0785582,0.0231734,0.51076,0.191278,0.109677,3.91354e-15,1.30037e-12,0.291133
508212,5.88208,6.96814e-98,0.101735,0.338041,0.0785598,0.023175,0.510771,0.191276,0.109678,4.18762e-15,1.39145e-12,0.291139
508219,5.88217,6.96824e-98,0.101736,0.338045,0.0785605,0.0231758,0.510776,0.191275,0.109679,4.08354e-15,1.35686e-12,0.291142
508229,5.88228,6.96838e-98,0.101738,0.338052,0.0785615,0.0231768,0.510783,0.191274,0.10968,2.52923e-15,8.40402e-13,0.291145
508244,5.88245,6.96857e-98,0.101741,0.338061,0.0785629,0.0231783,0.510793,0.191273,0.109682,4.14599e-15,1.37761e-12,0.291151
508254,5.88257,6.96871e-98,0.101743,0.338068,0.0785639,0.0231793,0.510801,0.191272,0.109683,3.31332e-15,1.10094e-12,0.291154
508268,5.88273,6.96891e-98,0.101746,0.338078,0.0785653,0.0231808,0.510811,0.191271,0.109684,3.0427e-15,1.01102e-12,0.291159
508278,5.88284,6.96904e-98,0.101748,0.338084,0.0785662,0.0231818,0.510818,0.19127,0.109685,2.43902e-15,8.10428e-13,0.291163
508291,5.883,6.96922e-98,0.101751,0.338093,0.0785675,0.0231831,0.510827,0.191268,0.109686,3.71231e-15,1.23351e-12,0.291168
508309,5.88321,6.96947e-98,0.101754,0.338105,0.0785693,0.023185,0.51084,0.191267,0.109688,2.38004e-15,7.90831e-13,0.291174
508326,5.8834,6.9697e-98,0.101758,0.338116,0.0785709,0.0231867,0.510852,0.191265,0.10969,3.60129e-15,1.19662e-12,0.29118
508336,5.88352,6.96984e-98,0.10176,0.338123,0.0785719,0.0231877,0.510859,0.191264,0.109691,4.71151e-15,1.56552e-12,0.291184
508351,5.88369,6.97004e-98,0.101763,0.338133,0.0785733,0.0231892,0.510869,0.191263,0.109692,4.82253e-15,1.60241e-12,0.291189
508371,5.88393,6.97032e-98,0.101767,0.338146,0.0785754,0.0231913,0.510884,0.19126,0.109694,3.47986e-15,1.15627e-12,0.291197
508395,5.8842,6.97065e-98,0.101771,0.338162,0.0785777,0.0231938,0.510901,0.191258,0.109696,3.48332e-15,1.15743e-12,0.291206
508410,5.88438,6.97086e-98,0.101774,0.338172,0.0785792,0.0231953,0.510912,0.191257,0.109698,2.8276e-15,9.39544e-13,0.291211
508432,5.88462,6.97115e-98,0.101779,0.338186,0.0785813,0.0231975,0.510927,0.191255,0.1097,3.81986e-15,1.26925e-12,0.291219
508458,5.88493,6.97151e-98,0.101784,0.338204,0.0785839,0.0232002,0.510945,0.191252,0.109703,3.87884e-15,1.28885e-12,0.291228
508475,5.88513,6.97174e-98,0.101787,0.338215,0.0785855,0.0232019,0.510957,0.19125,0.109704,2.59862e-15,8.63458e-13,0.291234
508486,5.88525,6.97189e-98,0.10179,0.338223,0.0785866,0.0232031,0.510965,0.191249,0.109705,3.98293e-15,1.32343e-12,0.291238
508494,5.88534,6.972e-98,0.101791,0.338228,0.0785874,0.0232039,0.510971,0.191248,0.109706,2.6576e-15,8.83056e-13,0.291241
508506,5.88548,6.97216e-98,0.101794,0.338236,0.0785885,0.0232051,0.510979,0.191247,0.109707,4.59702e-15,1.52748e-12,0.291246
508514,5.88558,6.97228e-98,0.101795,0.338241,0.0785893,0.0232059,0.510985,0.191247,0.109708,3.98639e-15,1.32458e-12,0.291249
508526,5.88572,6.97245e-98,0.101798,0.33825,0.0785906,0.0232072,0.510994,0.191245,0.109709,3.59782e-15,1.19547e-12,0.291253
508540,5.88588,6.97263e-98,0.1018,0.338259,0.0785919,0.0232086,0.511003,0.191244,0.109711,3.92741e-15,1.30499e-12,0.291258
508549,5.88598,6.97276e-98,0.101802,0.338265,0.0785928,0.0232095,0.51101,0.191243,0.109711,4.48253e-15,1.48944e-12,0.291261
508562,5.88613,6.97293e-98,0.101805,0.338273,0.078594,0.0232108,0.511019,0.191242,0.109713,2.14412e-15,7.12439e-13,0.291266
508578,5.88632,6.97315e-98,0.101808,0.338284,0.0785956,0.0232125,0.51103,0.19124,0.109714,5.14866e-15,1.71078e-12,0.291272
508599,5.88656,6.97345e-98,0.101812,0.338298,0.0785977,0.0232146,0.511046,0.191238,0.109716,3.26128e-15,1.08365e-12,0.29128
508626,5.88687,6.97381e-98,0.101818,0.338316,0.0786003,0.0232174,0.511065,0.191236,0.109719,5.25968e-15,1.74767e-12,0.291289
508641,5.88705,6.97403e-98,0.101821,0.338326,0.0786018,0.023219,0.511076,0.191234,0.109721,3.8719e-15,1.28654e-12,0.291295
508652,5.88718,6.97418e-98,0.101823,0.338333,0.0786029,0.0232201,0.511083,0.191233,0.109722,3.59435e-15,1.19432e-12,0.291299
508669,5.88737,6.9744e-98,0.101826,0.338344,0.0786045,0.0232218,0.511095,0.191231,0.109723,3.59782e-15,1.19547e-12,0.291305
508679,5.88749,6.97455e-98,0.101828,0.338351,0.0786055,0.0232228,0.511102,0.19123,0.109724,3.32373e-15,1.1044e-12,0.291309
508693,5.88765,6.97473e-98,0.101831,0.33836,0.0786069,0.0232243,0.511112,0.191229,0.109726,3.15373e-15,1.04791e-12,0.291314
508702,5.88776,6.97486e-98,0.101833,0.338367,0.0786078,0.0232252,0.511119,0.191228,0.109726,3.86843e-15,1.28539e-12,0.291317
508715,5.8879,6.97503e-98,0.101835,0.338375,0.078609,0.0232264,0.511128,0.191227,0.109728,5.02723e-15,1.67043e-12,0.291321
508730,5.88808,6.97524e-98,0.101838,0.338385,0.0786105,0.023228,0.511139,0.191225,0.109729,4.64212e-15,1.54247e-12,0.291327
508750,5.88831,6.97552e-98,0.101843,0.338398,0.0786125,0.0232301,0.511153,0.191223,0.109731,4.14599e-15,1.37761e-12,0.291334
508762,5.88845,6.97568e-98,0.101845,0.338406,0.0786136,0.0232313,0.511161,0.191222,0.109732,1.59595e-15,5.30295e-13,0.291339
508778,5.88864,6.9759e-98,0.101848,0.338417,0.0786152,0.0232329,0.511172,0.191221,0.109734,2.47719e-15,8.23109e-13,0.291344
508793,5.8888,6.9761e-98,0.101851,0.338427,0.0786166,0.0232344,0.511182,0.191219,0.109735,2.25861e-15,7.50482e-13,0.29135
508809,5.889,6.97633e-98,0.101854,0.338438,0.0786182,0.0232361,0.511194,0.191218,0.109737,3.92741e-15,1.30499e-12,0.291356
508821,5.88914,6.97649e-98,0.101857,0.338446,0.0786194,0.0232374,0.511203,0.191216,0.109738,2.75474e-15,9.15335e-13,0.29136
508838,5.88933,6.97672e-98,0.10186,0.338457,0.0786211,0.0232391,0.511215,0.191215,0.10974,2.36616e-15,7.86219e-13,0.291366
508850,5.88947,6.97689e-98,0.101863,0.338465,0.0786222,0.0232403,0.511223,0.191214,0.109741,4.76008e-15,1.58166e-12,0.291371
508867,5.88967,6.97712e-98,0.101866,0.338476,0.0786239,0.0232421,0.511235,0.191212,0.109743,4.9856e-15,1.65659e-12,0.291377
508890,5.88993,6.97743e-98,0.10187,0.338491,0.0786261,0.0232444,0.511251,0.19121,0.109745,4.04884e-15,1.34533e-12,0.291385
508922,5.8903,6.97787e-98,0.101877,0.338513,0.0786292,0.0232477,0.511274,0.191207,0.109748,2.498e-15,8.30026e-13,0.291397
508943,5.89055,6.97816e-98,0.101881,0.338527,0.0786313,0.0232498,0.511289,0.191205,0.10975,3.49373e-15,1.16088e-12,0.291404
508973,5.8909,6.97858e-98,0.101887,0.338547,0.0786343,0.0232529,0.51131,0.191202,0.109753,5.83214e-15,1.93788e-12,0.291415
509009,5.8913,6.97906e-98,0.101894,0.33857,0.0786377,0.0232565,0.511335,0.191198,0.109756,3.67414e-15,1.22083e-12,0.291428
509034,5.89159,6.9794e-98,0.101899,0.338587,0.0786402,0.0232591,0.511353,0.191196,0.109759,4.66641e-15,1.55054e-12,0.291437
509051,5.8918,6.97965e-98,0.101903,0.338599,0.0786419,0.0232609,0.511365,0.191194,0.109761,2.71311e-15,9.01501e-13,0.291444
509078,5.89211,6.98001e-98,0.101908,0.338616,0.0786445,0.0232636,0.511384,0.191191,0.109763,5.27356e-15,1.75228e-12,0.291453
509109,5.89247,6.98044e-98,0.101914,0.338637,0.0786476,0.0232668,0.511406,0.191188,0.109766,2.32453e-15,7.72386e-13,0.291464
509130,5.8927,6.98072e-98,0.101919,0.338651,0.0786496,0.0232689,0.51142,0.191186,0.109768,2.99413e-15,9.94879e-13,0.291472
509159,5.89304,6.98112e-98,0.101924,0.33867,0.0786524,0.0232719,0.511441,0.191183,0.109771,3.99333e-15,1.32689e-12,0.291483
509169,5.89316,6.98126e-98,0.101926,0.338677,0.0786535,0.023273,0.511448,0.191182,0.109772,3.72619e-15,1.23812e-12,0.291486
509183,5.89333,6.98146e-98,0.101929,0.338687,0.0786548,0.0232744,0.511458,0.191181,0.109774,5.50948e-15,1.83067e-12,0.291491
509201,5.89353,6.98169e-98,0.101933,0.338698,0.0786565,0.0232762,0.51147,0.191179,0.109775,5.83908e-15,1.94019e-12,0.291498
509225,5.89381,6.98203e-98,0.101938,0.338715,0.0786589,0.0232787,0.511488,0.191177,0.109778,2.62984e-15,8.73833e-13,0.291507
509244,5.89403,6.98229e-98,0.101941,0.338727,0.0786608,0.0232807,0.511501,0.191175,0.10978,3.41394e-15,1.13437e-12,0.291514
509268,5.89431,6.98262e-98,0.101946,0.338743,0.0786631,0.0232831,0.511518,0.191173,0.109782,4.97172e-15,1.65198e-12,0.291522
509302,5.8947,6.98308e-98,0.101953,0.338765,0.0786664,0.0232866,0.511542,0.191169,0.109785,3.62904e-15,1.20584e-12,0.291534
509326,5.89497,6.98341e-98,0.101958,0.338781,0.0786687,0.023289,0.511558,0.191167,0.109787,3.19189e-15,1.06059e-12,0.291543
509361,5.89539,6.9839e-98,0.101965,0.338805,0.0786722,0.0232927,0.511583,0.191164,0.109791,4.69416e-15,1.55976e-12,0.291556
509376,5.89556,6.9841e-98,0.101968,0.338815,0.0786737,0.0232942,0.511594,0.191162,0.109792,3.41741e-15,1.13552e-12,0.291561
509390,5.89572,6.98429e-98,0.101971,0.338824,0.078675,0.0232956,0.511603,0.191161,0.109794,4.0766e-15,1.35456e-12,0.291566
509406,5.8959,6.9845e-98,0.101974,0.338834,0.0786766,0.0232972,0.511614,0.191159,0.109795,5.85296e-15,1.9448e-12,0.291572
509427,5.89614,6.98479e-98,0.101978,0.338848,0.0786786,0.0232993,0.511629,0.191157,0.109797,1.85615e-15,6.16756e-13,0.29158
509439,5.89628,6.98496e-98,0.10198,0.338857,0.0786798,0.0233006,0.511638,0.191156,0.109799,4.23966e-15,1.40874e-12,0.291584
509456,5.89649,6.9852e-98,0.101984,0.338868,0.0786815,0.0233024,0.51165,0.191154,0.1098,4.5762e-15,1.52056e-12,0.29159
