Time (sec),Time (days),Injected oil volume (m3),Injected water volume (m3),Water PV injected,Produced oil volume (m3),Produced water volume (m3),WCT,OIP (m3),WIP (m3),Total fluid volume conservation error (m3),Total fluid volume conservation error (%%),Recovery factor
0.001,1.15741e-08,1.37111e-106,2.00182e-10,6.65156e-10,2.00182e-10,0,0,0.269836,0.0311187,3.59187e-18,1.19349e-15,7.41865e-10
0.00258333,2.98997e-08,3.54203e-106,5.17136e-10,1.71832e-09,5.17136e-10,0,0,0.269836,0.0311187,-5.19439e-17,-1.72597e-14,1.91649e-09
0.00522222,6.04424e-08,7.16023e-106,1.04539e-09,3.47359e-09,1.04539e-09,0,0,0.269836,0.0311187,-5.19478e-17,-1.7261e-14,3.87419e-09
0.00962037,1.11347e-07,1.31906e-105,1.92582e-09,6.39905e-09,1.92582e-09,0,0,0.269836,0.0311187,-5.19448e-17,-1.726e-14,7.13702e-09
0.0169506,1.96188e-07,2.32411e-105,3.39321e-09,1.12748e-08,3.39321e-09,0,0,0.269836,0.0311187,-5.19164e-17,-1.72506e-14,1.25751e-08
0.0291677,3.37589e-07,3.99921e-105,5.83884e-09,1.94011e-08,5.83884e-09,0,0,0.269836,0.0311187,-5.18042e-17,-1.72133e-14,2.16385e-08
0.0495295,5.73258e-07,6.79103e-105,9.9149e-09,3.29449e-08,9.9149e-09,0,0,0.269836,0.0311187,3.66311e-18,1.21716e-15,3.67442e-08
0.0834658,9.6604e-07,1.14441e-104,1.67083e-08,5.55178e-08,1.67083e-08,0,0,0.269836,0.0311187,5.91642e-17,1.96588e-14,6.19204e-08
0.140026,1.62068e-06,1.91991e-104,2.80307e-08,9.31394e-08,2.80307e-08,0,0,0.269836,0.0311187,5.91447e-17,1.96524e-14,1.03881e-07
0.234294,2.71174e-06,3.21242e-104,4.69014e-08,1.55842e-07,4.69014e-08,0,0,0.269836,0.0311187,3.63065e-18,1.20638e-15,1.73815e-07
0.391407,4.53017e-06,5.36661e-104,7.83525e-08,2.60347e-07,7.83525e-08,0,0,0.269836,0.0311188,3.60942e-18,1.19932e-15,2.90371e-07
0.653261,7.56089e-06,8.95692e-104,1.30771e-07,4.34521e-07,1.30771e-07,0,0,0.269836,0.0311188,-5.19139e-17,-1.72497e-14,4.84632e-07
1.08968,1.26121e-05,1.49408e-103,2.18135e-07,7.24811e-07,2.18135e-07,0,0,0.269836,0.0311189,3.58872e-18,1.19245e-15,8.08399e-07
1.78069,2.06098e-05,2.44152e-103,3.56462e-07,1.18444e-06,3.56462e-07,0,0,0.269835,0.0311191,5.9054e-17,1.96222e-14,1.32103e-06
2.87478,3.32729e-05,3.94164e-103,5.75479e-07,1.91218e-06,5.75479e-07,0,0,0.269835,0.0311193,3.52027e-18,1.1697e-15,2.1327e-06
4.60709,5.33228e-05,6.31682e-103,9.22256e-07,3.06444e-06,9.22256e-07,0,0,0.269835,0.0311196,1.14583e-16,3.80732e-14,3.41784e-06
7.34991,8.50685e-05,1.00775e-102,1.47132e-06,4.88884e-06,1.47132e-06,0,0,0.269834,0.0311202,5.91642e-17,1.96588e-14,5.45265e-06
11.6927,0.000135332,1.6032e-102,2.34067e-06,7.77749e-06,2.34067e-06,0,0,0.269834,0.031121,-5.17359e-17,-1.71906e-14,8.67442e-06
18.5688,0.000214917,2.54599e-102,3.71714e-06,1.23512e-05,3.71714e-06,0,0,0.269832,0.0311224,5.92686e-17,1.96935e-14,1.37756e-05
28.883,0.000334294,3.96017e-102,5.78185e-06,1.92117e-05,5.78185e-06,0,0,0.26983,0.0311245,5.93126e-17,1.97082e-14,2.14273e-05
44.3542,0.000513359,6.08145e-102,8.87891e-06,2.95025e-05,8.87891e-06,0,0,0.269827,0.0311276,3.80487e-18,1.26427e-15,3.29049e-05
67.5611,0.000781957,9.26336e-102,1.35245e-05,4.49387e-05,1.35245e-05,0,0,0.269822,0.0311322,-1.08059e-16,-3.59055e-14,5.01212e-05
102.371,0.00118485,1.40362e-101,2.04929e-05,6.8093e-05,2.04929e-05,0,0,0.269815,0.0311392,2.4564e-18,8.16202e-16,7.59458e-05
151.686,0.00175562,2.07978e-101,3.03648e-05,0.000100895,3.03648e-05,0,0,0.269805,0.0311491,5.8137e-17,1.93175e-14,0.000112531
217.439,0.00251665,2.98132e-101,4.35273e-05,0.000144631,4.35273e-05,0,0,0.269792,0.0311622,-1.65334e-16,-5.49366e-14,0.00016131
305.109,0.00353136,4.18338e-101,6.10773e-05,0.000202945,6.10773e-05,0,0,0.269775,0.0311798,-1.66181e-16,-5.5218e-14,0.00022635
422.003,0.00488429,5.78612e-101,8.44773e-05,0.000280698,8.44773e-05,0,0,0.269751,0.0312032,-1.12174e-16,-3.72728e-14,0.000313069
577.861,0.00668821,7.92311e-101,0.000115677,0.000384368,0.000115677,0,0,0.26972,0.0312344,-1.05113e-16,-3.49267e-14,0.000428695
785.673,0.00909343,1.07724e-100,0.000157277,0.000522595,0.000157277,0,0,0.269679,0.031276,-1.01508e-16,-3.37288e-14,0.000582863
1045.44,0.0121,1.43341e-100,0.000209277,0.000695379,0.000209277,0,0,0.269627,0.031328,-4.31594e-16,-1.43408e-13,0.000775573
1370.14,0.0158581,1.87861e-100,0.000274278,0.000911359,0.000274278,0,0,0.269562,0.031393,-3.84295e-16,-1.27692e-13,0.00101646
1776.02,0.0205558,2.43512e-100,0.000355528,0.00118133,0.000355528,0,0,0.26948,0.0314742,-2.04209e-16,-6.78539e-14,0.00131757
2317.2,0.0268194,3.17713e-100,0.000463861,0.0015413,0.000463861,0,0,0.269372,0.0315826,-3.73128e-16,-1.23982e-13,0.00171905
2993.67,0.0346489,4.10464e-100,0.000599278,0.00199126,0.000599278,0,0,0.269237,0.031718,-8.70614e-16,-2.89284e-13,0.0022209
3782.88,0.0437834,5.18674e-100,0.000757264,0.00251621,0.000757264,0,0,0.269079,0.031876,-3.22225e-16,-1.07068e-13,0.00280639
4703.63,0.0544402,6.44919e-100,0.000941581,0.00312865,0.000941581,0,0,0.268894,0.0320603,8.3592e-17,2.77756e-14,0.00348946
5777.84,0.0668731,7.92204e-100,0.00115662,0.00384317,0.00115662,0,0,0.268679,0.0322753,-4.00938e-16,-1.33222e-13,0.00428638
7031.08,0.0813783,9.64037e-100,0.00140749,0.00467677,0.00140749,0,0,0.268428,0.0325262,1.04083e-16,3.45844e-14,0.00521611
8493.2,0.0983009,1.16451e-99,0.00170018,0.0056493,0.00170018,0,0,0.268136,0.0328189,-3.29164e-16,-1.09373e-13,0.00630081
10077.2,0.116634,1.38169e-99,0.00201726,0.00670288,0.00201726,0,0,0.267819,0.033136,6.1149e-17,2.03184e-14,0.00747589
11793.1,0.136494,1.61696e-99,0.00236077,0.00784426,0.00236077,0,0,0.267475,0.0334795,-1.54477e-15,-5.13291e-13,0.0087489
13652.1,0.15801,1.87185e-99,0.0027329,0.00908076,0.0027329,0,0,0.267103,0.0338516,6.97359e-16,2.31716e-13,0.010128
15665.9,0.181319,2.14797e-99,0.00313603,0.0104203,0.00313603,0,0,0.2667,0.0342547,4.80952e-16,1.59809e-13,0.011622
17679.8,0.204627,2.42409e-99,0.00353917,0.0117598,0.00353917,0,0,0.266297,0.0346579,7.1991e-17,2.39209e-14,0.013116
19861.5,0.229878,2.72322e-99,0.00397591,0.013211,0.00397591,0,0,0.26586,0.0350946,-4.01588e-16,-1.33438e-13,0.0147345
22225,0.257233,3.04728e-99,0.00444904,0.0147831,0.00444904,0,0,0.265387,0.0355677,-1.64799e-16,-5.47587e-14,0.0164879
24588.5,0.284589,3.37135e-99,0.00492216,0.0163552,0.00492216,0,0,0.264914,0.0360409,-1.04951e-16,-3.48726e-14,0.0182413
27148.9,0.314224,3.72241e-99,0.00543472,0.0180583,0.00543472,1.28718e-26,2.51129e-23,0.264401,0.0365534,-2.25514e-16,-7.49329e-14,0.0201408
29709.4,0.343858,4.07348e-99,0.00594728,0.0197614,0.00594728,2.69602e-11,5.25996e-08,0.263889,0.037066,3.20093e-16,1.06359e-13,0.0220403
32483.2,0.375963,4.4538e-99,0.00650254,0.0216064,0.00650254,5.58006e-10,9.56376e-07,0.263333,0.0376212,3.78642e-16,1.25814e-13,0.0240981
35257,0.408067,4.83412e-99,0.00705781,0.0234514,0.00705781,2.65469e-09,3.77598e-06,0.262778,0.0381765,5.91665e-16,1.96596e-13,0.0261559
38030.8,0.440172,5.21444e-99,0.00761308,0.0252965,0.00761307,8.45292e-09,1.04422e-05,0.262223,0.0387318,1.30183e-15,4.32567e-13,0.0282137
40804.7,0.472276,5.59476e-99,0.00816835,0.0271415,0.00816833,2.14501e-08,2.3407e-05,0.261668,0.039287,-9.56915e-17,-3.1796e-14,0.0302715
43809.6,0.507056,6.00678e-99,0.00876989,0.0291403,0.00876984,5.01191e-08,4.76593e-05,0.261066,0.0398885,1.25429e-15,4.16772e-13,0.0325007
47315.4,0.547632,6.48746e-99,0.00947169,0.0314722,0.00947157,1.17976e-07,9.66905e-05,0.260364,0.0405903,7.00302e-16,2.32694e-13,0.0351012
51113.4,0.59159,7.0082e-99,0.010232,0.0339984,0.0102317,2.65073e-07,0.000193477,0.259604,0.0413504,2.59254e-16,8.61439e-14,0.0379183
54911.3,0.635548,7.52894e-99,0.0109923,0.0365246,0.0109917,5.42301e-07,0.000364639,0.258844,0.0421104,1.72435e-15,5.72962e-13,0.0407348
58709.3,0.679506,8.04968e-99,0.0117525,0.0390509,0.0117515,1.02296e-06,0.000632208,0.258084,0.0428702,1.51506e-15,5.03418e-13,0.0435506
62507.3,0.723464,8.57042e-99,0.0125128,0.0415771,0.012511,1.78468e-06,0.0010019,0.257325,0.0436297,1.41314e-15,4.69552e-13,0.0463653
66305.2,0.767421,9.09116e-99,0.0132731,0.0441033,0.0132702,2.90283e-06,0.0014707,0.256566,0.0443889,3.16413e-15,1.05136e-12,0.0491788
70103.2,0.811379,9.6119e-99,0.0140334,0.0466296,0.0140289,4.45068e-06,0.0020359,0.255807,0.0451476,-2.80527e-16,-9.32125e-14,0.0519906
73901.1,0.855337,1.01326e-98,0.0147937,0.0491558,0.0147872,6.50542e-06,0.0027026,0.255049,0.0459059,3.71933e-15,1.23585e-12,0.0548006
77699.1,0.899295,1.06534e-98,0.0155539,0.051682,0.0155448,9.16384e-06,0.00349663,0.254291,0.0466635,1.09205e-15,3.62861e-13,0.0576083
81497,0.943253,1.11741e-98,0.0163142,0.0542083,0.0163016,1.25818e-05,0.00449566,0.253534,0.0474203,1.07677e-15,3.57786e-13,0.0604132
85611.5,0.990874,1.17383e-98,0.0171379,0.056945,0.0171205,1.73684e-05,0.00581153,0.252715,0.0482392,9.5383e-16,3.16935e-13,0.0634478
89351.9,1.03417,1.22511e-98,0.0178866,0.059433,0.0178639,2.27247e-05,0.00715351,0.251972,0.0489826,5.83704e-16,1.93951e-13,0.0662028
93092.3,1.07746,1.2764e-98,0.0186354,0.0619209,0.0186062,2.91662e-05,0.00860287,0.25123,0.0497249,1.28112e-15,4.25686e-13,0.0689538
96492.7,1.11681,1.32302e-98,0.0193161,0.0641827,0.0192801,3.6009e-05,0.0100528,0.250556,0.0503988,2.30404e-15,7.65579e-13,0.0714511
100176,1.15945,1.37353e-98,0.0200535,0.066633,0.0200087,4.47587e-05,0.0118653,0.249827,0.0511274,2.95472e-15,9.81781e-13,0.0741515
103860,1.20208,1.42404e-98,0.0207909,0.0690832,0.0207359,5.49804e-05,0.0138615,0.2491,0.0518546,-8.07053e-16,-2.68164e-13,0.0768465
107209,1.24084,1.46995e-98,0.0214613,0.0713107,0.0213957,6.55567e-05,0.0157767,0.24844,0.0525144,1.3876e-15,4.61067e-13,0.0792917
110558,1.2796,1.51587e-98,0.0221317,0.0735382,0.0220542,7.747e-05,0.0177709,0.247782,0.0531729,1.63958e-15,5.44795e-13,0.0817319
113907,1.31836,1.56178e-98,0.022802,0.0757658,0.0227113,9.07817e-05,0.0198569,0.247125,0.05383,1.58864e-15,5.27867e-13,0.084167
116951,1.3536,1.60353e-98,0.0234115,0.0777908,0.0233074,0.000104108,0.0218661,0.246528,0.0544261,2.89607e-15,9.62294e-13,0.0863761
120249,1.39177,1.64875e-98,0.0240717,0.0799845,0.0239516,0.00012011,0.0242384,0.245884,0.0550703,2.11135e-15,7.01551e-13,0.0887636
124097,1.43631,1.7015e-98,0.024842,0.0825439,0.0247007,0.00014122,0.0274053,0.245135,0.0558194,1.7592e-15,5.8454e-13,0.0915399
129227,1.49569,1.77185e-98,0.025869,0.0859564,0.0256948,0.000174141,0.0320558,0.244141,0.0568135,8.82242e-16,2.93148e-13,0.095224
136495,1.57981,1.8715e-98,0.0273239,0.0907908,0.027093,0.000230956,0.0390498,0.242743,0.0582117,3.3182e-15,1.10256e-12,0.100405
146792,1.69898,2.01268e-98,0.0293851,0.0976396,0.0290521,0.000332956,0.0494866,0.240784,0.0601708,1.50005e-15,4.9843e-13,0.107666
162237,1.87774,2.22444e-98,0.0324768,0.107913,0.0319392,0.000537556,0.0661765,0.237897,0.0630579,7.82794e-16,2.60104e-13,0.118365
185403,2.14587,2.54208e-98,0.0371144,0.123322,0.0361426,0.000971839,0.0936439,0.233693,0.0672613,2.19649e-15,7.2984e-13,0.133943
220154,2.54808,3.01855e-98,0.0440708,0.146437,0.0421262,0.00194461,0.139839,0.22771,0.0732449,3.19298e-15,1.06095e-12,0.156118
272279,3.15138,3.73325e-98,0.0545054,0.181108,0.0503056,0.0041998,0.216125,0.21953,0.0814243,2.09815e-15,6.97164e-13,0.18643
350468,4.05634,4.80529e-98,0.0701573,0.233116,0.0607868,0.00937048,0.330355,0.209049,0.0919055,2.05218e-15,6.8189e-13,0.225273
378160,4.37685,5.18498e-98,0.0757007,0.251535,0.0642763,0.0114244,0.370523,0.20556,0.095395,2.64025e-15,8.77292e-13,0.238205
397775,4.60387,5.45392e-98,0.0796272,0.264582,0.0666419,0.0129853,0.397517,0.203194,0.0977606,1.0044e-15,3.3374e-13,0.246972
401248,4.64408,5.50155e-98,0.0803226,0.266893,0.0670576,0.013265,0.402263,0.202778,0.0981763,2.26208e-15,7.51635e-13,0.248512
402478,4.65831,5.51841e-98,0.0805688,0.267711,0.0672044,0.0133645,0.403937,0.202631,0.0983231,1.55258e-15,5.15884e-13,0.249056
403350,4.6684,5.53036e-98,0.0807433,0.268291,0.0673081,0.0134352,0.405119,0.202528,0.0984268,3.44343e-15,1.14417e-12,0.249441
403495,4.67008,5.53235e-98,0.0807723,0.268387,0.0673254,0.0134469,0.405316,0.20251,0.0984441,2.45463e-15,8.15616e-13,0.249505
403604,4.67134,5.53385e-98,0.0807942,0.26846,0.0673384,0.0134558,0.405464,0.202497,0.0984571,3.79731e-15,1.26176e-12,0.249553
403686,4.67229,5.53497e-98,0.0808105,0.268514,0.0673481,0.0134624,0.405574,0.202488,0.0984668,3.34628e-15,1.11189e-12,0.249589
403747,4.673,5.53581e-98,0.0808228,0.268555,0.0673554,0.0134674,0.405657,0.20248,0.0984741,2.83974e-15,9.43578e-13,0.249616
403793,4.67353,5.53644e-98,0.080832,0.268585,0.0673608,0.0134711,0.405719,0.202475,0.0984795,3.46077e-15,1.14993e-12,0.249636
403827,4.67393,5.53691e-98,0.0808389,0.268608,0.0673649,0.0134739,0.405766,0.202471,0.0984836,3.34802e-15,1.11247e-12,0.249652
403853,4.67423,5.53726e-98,0.080844,0.268625,0.067368,0.013476,0.405801,0.202468,0.0984867,2.4529e-15,8.1504e-13,0.249663
403892,4.67467,5.53779e-98,0.0808518,0.268651,0.0673726,0.0134792,0.405854,0.202463,0.0984913,4.56059e-15,1.51537e-12,0.24968
403922,4.67502,5.5382e-98,0.0808578,0.268671,0.0673762,0.0134816,0.405894,0.20246,0.0984949,2.22565e-15,7.3953e-13,0.249693
403959,4.67545,5.53871e-98,0.0808652,0.268696,0.0673806,0.0134846,0.405944,0.202455,0.0984993,3.33067e-15,1.1067e-12,0.24971
404012,4.67606,5.53944e-98,0.0808758,0.268731,0.0673869,0.0134889,0.406016,0.202449,0.0985056,3.22312e-15,1.07096e-12,0.249733
404091,4.67698,5.54053e-98,0.0808917,0.268784,0.0673963,0.0134954,0.406123,0.20244,0.098515,2.668e-15,8.86514e-13,0.249768
404150,4.67767,5.54134e-98,0.0809036,0.268823,0.0674034,0.0135002,0.406203,0.202432,0.0985221,2.00534e-15,6.66327e-13,0.249794
404240,4.6787,5.54256e-98,0.0809214,0.268882,0.067414,0.0135074,0.406324,0.202422,0.0985327,2.89178e-15,9.60871e-13,0.249833
404321,4.67964,5.54367e-98,0.0809376,0.268936,0.0674236,0.013514,0.406433,0.202412,0.0985423,1.94983e-15,6.47882e-13,0.249869
404429,4.68089,5.54515e-98,0.0809592,0.269008,0.0674364,0.0135228,0.406579,0.202399,0.0985551,2.11116e-15,7.01487e-13,0.249916
404591,4.68276,5.54738e-98,0.0809917,0.269116,0.0674557,0.013536,0.406798,0.20238,0.0985744,3.49894e-15,1.16261e-12,0.249988
404712,4.68417,5.54904e-98,0.081016,0.269197,0.0674701,0.0135459,0.406962,0.202366,0.0985888,3.23006e-15,1.07327e-12,0.250041
404803,4.68522,5.55029e-98,0.0810343,0.269257,0.0674809,0.0135533,0.407085,0.202355,0.0985996,2.77729e-15,9.22828e-13,0.250081
404872,4.68601,5.55123e-98,0.0810479,0.269303,0.067489,0.0135589,0.407177,0.202347,0.0986077,4.34028e-15,1.44217e-12,0.250111
404923,4.68661,5.55193e-98,0.0810582,0.269337,0.0674951,0.0135631,0.407246,0.202341,0.0986138,4.56406e-15,1.51653e-12,0.250134
404961,4.68705,5.55246e-98,0.0810659,0.269363,0.0674997,0.0135662,0.407298,0.202336,0.0986184,3.1173e-15,1.0358e-12,0.250151
405019,4.68772,5.55325e-98,0.0810775,0.269401,0.0675065,0.0135709,0.407376,0.202329,0.0986252,3.84241e-15,1.27674e-12,0.250176
405077,4.68839,5.55404e-98,0.081089,0.269439,0.0675134,0.0135756,0.407454,0.202322,0.0986321,5.12264e-15,1.70213e-12,0.250202
405154,4.68928,5.5551e-98,0.0811044,0.269491,0.0675225,0.0135819,0.407557,0.202313,0.0986412,3.23179e-15,1.07385e-12,0.250235
405208,4.68991,5.55584e-98,0.0811153,0.269527,0.0675289,0.0135864,0.407631,0.202307,0.0986476,3.73659e-15,1.24158e-12,0.250259
405290,4.69085,5.55696e-98,0.0811317,0.269581,0.0675386,0.013593,0.407741,0.202297,0.0986573,2.79811e-15,9.29745e-13,0.250295
405334,4.69137,5.55757e-98,0.0811405,0.269611,0.0675439,0.0135966,0.4078,0.202292,0.0986626,2.80158e-15,9.30898e-13,0.250315
405397,4.69209,5.55843e-98,0.0811531,0.269652,0.0675513,0.0136018,0.407885,0.202285,0.09867,4.13558e-15,1.37415e-12,0.250342
405486,4.69312,5.55965e-98,0.0811709,0.269711,0.0675618,0.013609,0.408004,0.202274,0.0986805,2.25861e-15,7.50482e-13,0.250381
405582,4.69423,5.56097e-98,0.0811901,0.269775,0.0675732,0.0136169,0.408133,0.202263,0.0986919,4.92141e-15,1.63527e-12,0.250424
405718,4.69581,5.56284e-98,0.0812174,0.269866,0.0675894,0.013628,0.408317,0.202246,0.0987081,3.92915e-15,1.30556e-12,0.250483
405766,4.69637,5.5635e-98,0.0812271,0.269898,0.0675951,0.013632,0.408382,0.202241,0.0987138,3.36363e-15,1.11765e-12,0.250505
405803,4.69679,5.56399e-98,0.0812343,0.269922,0.0675994,0.0136349,0.40843,0.202236,0.0987181,1.68962e-15,5.61421e-13,0.25052
405857,4.69742,5.56474e-98,0.0812452,0.269958,0.0676058,0.0136394,0.408503,0.20223,0.0987245,3.57527e-15,1.18798e-12,0.250544
405875,4.69763,5.56499e-98,0.0812488,0.26997,0.067608,0.0136409,0.408527,0.202228,0.0987267,2.85882e-15,9.49919e-13,0.250552
405902,4.69794,5.56536e-98,0.0812543,0.269988,0.0676112,0.0136431,0.408564,0.202225,0.0987299,2.96464e-15,9.8508e-13,0.250564
405922,4.69817,5.56562e-98,0.0812581,0.270001,0.0676135,0.0136446,0.40859,0.202222,0.0987322,2.08167e-15,6.91689e-13,0.250573
405950,4.6985,5.56602e-98,0.0812639,0.27002,0.0676169,0.013647,0.408629,0.202219,0.0987356,3.85282e-15,1.2802e-12,0.250585
405982,4.69886,5.56645e-98,0.0812701,0.270041,0.0676206,0.0136496,0.40867,0.202215,0.0987393,4.35242e-15,1.44621e-12,0.250599
406023,4.69934,5.56702e-98,0.0812785,0.270069,0.0676255,0.013653,0.408726,0.20221,0.0987442,4.45997e-15,1.48194e-12,0.250617
406082,4.70003,5.56783e-98,0.0812903,0.270108,0.0676325,0.0136578,0.408806,0.202203,0.0987512,2.73913e-15,9.10147e-13,0.250643
406161,4.70094,5.56891e-98,0.0813061,0.270161,0.0676418,0.0136643,0.408911,0.202194,0.0987605,3.23526e-15,1.075e-12,0.250678
406179,4.70115,5.56915e-98,0.0813097,0.270173,0.0676439,0.0136657,0.408935,0.202192,0.0987626,2.18228e-15,7.2512e-13,0.250685
406200,4.70139,5.56944e-98,0.0813138,0.270186,0.0676464,0.0136674,0.408963,0.202189,0.0987651,2.13024e-15,7.07828e-13,0.250695
406223,4.70165,5.56975e-98,0.0813184,0.270201,0.0676491,0.0136693,0.408994,0.202187,0.0987678,1.90299e-15,6.32319e-13,0.250705
406253,4.702,5.57016e-98,0.0813244,0.270222,0.0676526,0.0136718,0.409034,0.202183,0.0987713,5.23019e-15,1.73787e-12,0.250718
406293,4.70246,5.57072e-98,0.0813324,0.270248,0.0676574,0.013675,0.409088,0.202178,0.0987761,2.46331e-15,8.18498e-13,0.250735
406350,4.70312,5.5715e-98,0.0813438,0.270286,0.0676641,0.0136797,0.409164,0.202172,0.0987828,4.39752e-15,1.46119e-12,0.25076
406431,4.70406,5.5726e-98,0.08136,0.27034,0.0676737,0.0136863,0.409273,0.202162,0.0987924,3.45036e-15,1.14647e-12,0.250796
406488,4.70472,5.57339e-98,0.0813714,0.270378,0.0676804,0.013691,0.409349,0.202155,0.0987991,4.9509e-15,1.64507e-12,0.250821
406573,4.70571,5.57456e-98,0.0813886,0.270435,0.0676906,0.013698,0.409464,0.202145,0.0988093,2.00881e-15,6.67479e-13,0.250858
406688,4.70703,5.57613e-98,0.0814115,0.270511,0.0677041,0.0137074,0.409617,0.202132,0.0988228,4.50855e-15,1.49808e-12,0.250908
406716,4.70736,5.57652e-98,0.0814172,0.27053,0.0677075,0.0137097,0.409655,0.202128,0.0988262,2.88831e-15,9.59718e-13,0.250921
406742,4.70767,5.57688e-98,0.0814224,0.270547,0.0677105,0.0137119,0.40969,0.202125,0.0988292,2.60382e-15,8.65187e-13,0.250932
406775,4.70804,5.57732e-98,0.0814289,0.270569,0.0677144,0.0137145,0.409733,0.202121,0.0988331,3.77476e-15,1.25426e-12,0.250947
406818,4.70854,5.57792e-98,0.0814376,0.270598,0.0677195,0.0137181,0.409791,0.202116,0.0988382,2.99413e-15,9.94879e-13,0.250965
406876,4.70921,5.57871e-98,0.0814491,0.270636,0.0677263,0.0137228,0.409869,0.20211,0.098845,2.76862e-15,9.19946e-13,0.250991
406910,4.7096,5.57917e-98,0.0814559,0.270659,0.0677303,0.0137256,0.409914,0.202106,0.098849,3.27516e-15,1.08826e-12,0.251006
406952,4.71009,5.57976e-98,0.0814644,0.270687,0.0677353,0.0137291,0.409971,0.202101,0.098854,2.26555e-15,7.52788e-13,0.251024
407012,4.71079,5.58058e-98,0.0814765,0.270727,0.0677424,0.013734,0.410051,0.202093,0.0988611,3.21618e-15,1.06866e-12,0.251051
407103,4.71184,5.58182e-98,0.0814945,0.270787,0.0677531,0.0137414,0.410172,0.202083,0.0988718,2.22045e-15,7.37801e-13,0.25109
407238,4.7134,5.58367e-98,0.0815216,0.270877,0.0677691,0.0137526,0.410353,0.202067,0.0988878,1.8336e-15,6.09262e-13,0.251149
407286,4.71396,5.58433e-98,0.0815312,0.270909,0.0677747,0.0137565,0.410417,0.202061,0.0988934,2.56219e-15,8.51353e-13,0.25117
407322,4.71437,5.58482e-98,0.0815384,0.270933,0.067779,0.0137595,0.410465,0.202057,0.0988977,3.60649e-15,1.19835e-12,0.251186
407376,4.715,5.58556e-98,0.0815492,0.270968,0.0677853,0.0137639,0.410536,0.202051,0.098904,2.87964e-15,9.56836e-13,0.251209
407414,4.71544,5.58609e-98,0.0815568,0.270994,0.0677898,0.013767,0.410587,0.202046,0.0989085,3.76608e-15,1.25138e-12,0.251226
407439,4.71573,5.58643e-98,0.0815619,0.271011,0.0677928,0.0137691,0.410621,0.202043,0.0989115,3.32546e-15,1.10497e-12,0.251237
407475,4.71615,5.58693e-98,0.0815692,0.271035,0.0677971,0.0137721,0.41067,0.202039,0.0989158,3.77129e-15,1.25311e-12,0.251253
407508,4.71653,5.58738e-98,0.0815757,0.271057,0.0678009,0.0137748,0.410713,0.202035,0.0989196,2.49453e-15,8.28873e-13,0.251267
407555,4.71707,5.58802e-98,0.081585,0.271088,0.0678064,0.0137786,0.410775,0.202029,0.0989251,3.21618e-15,1.06866e-12,0.251288
407620,4.71783,5.58892e-98,0.0815982,0.271131,0.0678142,0.013784,0.410863,0.202022,0.0989329,3.6568e-15,1.21507e-12,0.251316
407714,4.71891,5.5902e-98,0.0816169,0.271193,0.0678252,0.0137917,0.410987,0.202011,0.0989439,2.14412e-15,7.12439e-13,0.251357
407853,4.72053,5.59211e-98,0.0816449,0.271286,0.0678417,0.0138032,0.411174,0.201994,0.0989604,9.76649e-16,3.24517e-13,0.251418
408063,4.72295,5.59499e-98,0.0816868,0.271426,0.0678664,0.0138205,0.411453,0.201969,0.0989851,3.74874e-15,1.24562e-12,0.25151
408138,4.72381,5.59601e-98,0.0817017,0.271475,0.0678751,0.0138266,0.411552,0.201961,0.0989938,2.97332e-15,9.87962e-13,0.251542
408193,4.72446,5.59677e-98,0.0817129,0.271512,0.0678817,0.0138312,0.411626,0.201954,0.0990004,3.31159e-15,1.10036e-12,0.251567
408235,4.72494,5.59734e-98,0.0817212,0.27154,0.0678866,0.0138346,0.411681,0.201949,0.0990053,3.42261e-15,1.13725e-12,0.251585
408266,4.72531,5.59777e-98,0.0817275,0.271561,0.0678903,0.0138372,0.411723,0.201946,0.099009,3.19189e-15,1.06059e-12,0.251599
408313,4.72585,5.59842e-98,0.0817369,0.271592,0.0678958,0.0138411,0.411786,0.20194,0.0990145,2.52229e-15,8.38096e-13,0.251619
408341,4.72617,5.59879e-98,0.0817424,0.27161,0.0678991,0.0138433,0.411822,0.201937,0.0990178,4.0818e-15,1.35629e-12,0.251631
408366,4.72646,5.59914e-98,0.0817474,0.271627,0.067902,0.0138454,0.411855,0.201934,0.0990207,1.86483e-15,6.19638e-13,0.251642
408399,4.72684,5.59959e-98,0.081754,0.271649,0.0679059,0.0138481,0.4119,0.20193,0.0990246,4.09221e-15,1.35974e-12,0.251656
408443,4.72735,5.6002e-98,0.0817629,0.271679,0.0679111,0.0138518,0.411958,0.201925,0.0990298,2.5327e-15,8.41554e-13,0.251676
408491,4.72791,5.60086e-98,0.0817725,0.271711,0.0679168,0.0138557,0.412022,0.201919,0.0990355,2.53617e-15,8.42707e-13,0.251697
408559,4.7287,5.60179e-98,0.0817861,0.271756,0.0679248,0.0138614,0.412113,0.201911,0.0990435,4.08874e-15,1.35859e-12,0.251726
408656,4.72981,5.60311e-98,0.0818054,0.27182,0.0679361,0.0138693,0.41224,0.2019,0.0990548,3.03403e-15,1.00814e-12,0.251768
408728,4.73065,5.6041e-98,0.0818199,0.271868,0.0679446,0.0138753,0.412336,0.201891,0.0990633,1.7486e-15,5.81018e-13,0.2518
408782,4.73127,5.60485e-98,0.0818308,0.271904,0.067951,0.0138798,0.412408,0.201885,0.0990697,2.79984e-15,9.30321e-13,0.251823
